movieId,item_id,title,is_european_wide,is_non_english,has_us_origin,has_us_company_involvement,is_coproduction,is_blockbuster_head,num_origin_countries,rating_count_train,directors,director_citizenship,filming_location_country,award_count,global_compatibility_score,local_europe_score,platform_compatible_europe,local_europe,local_non_english_no_us_europe,award_signal_europe,director_europe_european_film
79,66.0,"Juror, The (1996)",False,False,True,True,False,True,1,4463.0,,,,0.0,0.8,0.2,False,False,False,False,False
80,67.0,"White Balloon, The (Badkonake sefid) (1995)",False,True,False,False,False,True,1,474.0,,,,0.0,0.4,0.6,False,False,False,False,False
81,68.0,Things to Do in Denver When You're Dead (1995),False,False,True,True,False,True,1,2595.0,,,,0.0,0.8,0.2,False,False,False,False,False
82,69.0,Antonia's Line (Antonia) (1995),True,True,False,False,False,True,1,2056.0,Marleen Gorris,Kingdom of the Netherlands,,1.0,0.4,0.8,False,True,True,True,False
83,,Once Upon a Time... When We Were Colored (1995),False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
84,70.0,Last Summer in the Hamptons (1995),False,False,True,False,False,False,1,126.0,,,,0.0,0.4,0.4,False,False,False,False,False
85,,Angels and Insects (1995),False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
86,71.0,White Squall (1996),True,False,True,True,True,True,2,3438.0,,,,0.0,1.0,0.2,True,False,False,False,False
87,,Dunston Checks In (1996),False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
88,72.0,Black Sheep (1996),False,False,True,True,False,True,1,3923.0,,,,0.0,0.8,0.2,False,False,False,False,False
89,73.0,Nick of Time (1995),False,False,True,True,False,True,1,2593.0,,,,0.0,0.8,0.2,False,False,False,False,False
90,74.0,"Journey of August King, The (1995)",False,False,True,False,False,False,1,166.0,,,,0.0,0.4,0.4,False,False,False,False,False
92,75.0,Mary Reilly (1996),False,False,True,True,False,True,1,1821.0,,,,0.0,0.8,0.2,False,False,False,False,False
93,76.0,Vampire in Brooklyn (1995),False,False,True,True,False,True,1,1531.0,,,,0.0,0.8,0.2,False,False,False,False,False
94,,Beautiful Girls (1996),False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
95,77.0,Broken Arrow (1996),False,False,True,True,False,True,1,17726.0,,,,0.0,0.8,0.2,False,False,False,False,False
96,78.0,In the Bleak Midwinter (1995),True,False,False,True,False,True,1,403.0,,,,0.0,0.8,0.4,True,False,False,False,False
97,79.0,"Hate (Haine, La) (1995)",True,True,False,False,False,True,1,1587.0,Mathieu Kassovitz,France,,3.0,0.4,0.8,False,True,True,True,True
98,80.0,Shopping (1994),True,False,False,False,True,False,2,64.0,,,,0.0,0.4,0.6,False,False,False,False,False
99,81.0,Heidi Fleiss: Hollywood Madam (1995),False,False,True,False,False,True,1,584.0,,,,0.0,0.8,0.2,False,False,False,False,False
100,82.0,City Hall (1996),False,False,True,True,False,True,1,3328.0,,,,0.0,0.8,0.2,False,False,False,False,False
101,83.0,Bottle Rocket (1996),False,False,True,True,False,True,1,3442.0,,,,0.0,0.8,0.2,False,False,False,False,False
102,84.0,Mr. Wrong (1996),False,False,True,True,False,True,1,1622.0,,,,0.0,0.8,0.2,False,False,False,False,False
103,85.0,Unforgettable (1996),False,False,True,False,False,True,1,895.0,,,,0.0,0.8,0.2,False,False,False,False,False
104,86.0,Happy Gilmore (1996),False,False,True,False,False,True,1,14282.0,,,,0.0,0.8,0.2,False,False,False,False,False
105,87.0,"Bridges of Madison County, The (1995)",False,False,True,True,False,True,1,7646.0,,,,0.0,0.8,0.2,False,False,False,False,False
106,88.0,Nobody Loves Me (Keiner liebt mich) (1994),True,True,False,False,False,False,1,106.0,Doris Dörrie,Germany,,0.0,0.0,1.0,False,True,True,False,True
107,89.0,Muppet Treasure Island (1996),False,False,True,True,False,True,1,5206.0,,,,0.0,0.8,0.2,False,False,False,False,False
108,90.0,Catwalk (1996),False,False,True,False,False,False,1,91.0,,,,0.0,0.4,0.4,False,False,False,False,False
109,91.0,Headless Body in Topless Bar (1995),False,False,True,False,False,False,1,13.0,,,,0.0,0.4,0.4,False,False,False,False,False
110,92.0,Braveheart (1995),False,False,True,True,False,True,1,42924.0,,,,0.0,0.8,0.2,False,False,False,False,False
111,93.0,Taxi Driver (1976),False,False,True,True,False,True,1,19641.0,,,,0.0,0.8,0.2,False,False,False,False,False
112,94.0,Rumble in the Bronx (Hont faan kui) (1995),False,False,False,False,False,True,1,9568.0,,,,0.0,0.6,0.4,False,False,False,False,False
113,95.0,Before and After (1996),False,False,True,True,False,True,1,880.0,,,,0.0,0.8,0.2,False,False,False,False,False
114,96.0,Margaret's Museum (1995),True,False,False,False,True,False,2,198.0,,,,0.0,0.4,0.6,False,False,False,False,False
115,,"Happiness Is in the Field (Bonheur est dans le pré, Le) (1995)",False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
116,97.0,Anne Frank Remembered (1995),True,False,True,False,True,True,2,773.0,,,,0.0,1.0,0.2,True,False,False,False,False
117,98.0,"Young Poisoner's Handbook, The (1995)",True,False,False,False,True,True,3,1027.0,,,,0.0,0.8,0.4,True,False,False,False,False
118,99.0,If Lucy Fell (1996),False,False,True,False,False,True,1,910.0,,,,0.0,0.8,0.2,False,False,False,False,False
119,100.0,"Steal Big, Steal Little (1995)",False,False,True,False,False,False,1,216.0,,,,0.0,0.4,0.4,False,False,False,False,False
120,,Race the Sun (1996),False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
121,101.0,"Boys of St. Vincent, The (1992)",False,False,False,False,False,True,1,667.0,,,,0.0,0.6,0.4,False,False,False,False,False
122,102.0,Boomerang (1992),False,False,True,True,False,True,1,3117.0,,,,0.0,0.8,0.2,False,False,False,False,False
123,103.0,Chungking Express (Chung Hing sam lam) (1994),False,True,False,False,False,True,1,1862.0,,,,0.0,0.4,0.6,False,False,False,False,False
124,104.0,"Star Maker, The (Uomo delle stelle, L') (1995)",True,True,False,False,False,True,1,240.0,Giuseppe Tornatore,Italy,Italy,1.0,0.4,0.8,False,True,True,True,True
125,,Flirting With Disaster (1996),False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
126,105.0,"NeverEnding Story III, The (1994)",True,False,False,True,False,True,1,1077.0,,,,0.0,0.8,0.4,True,False,False,False,False
127,106.0,"Silences of the Palace, The (Saimt el Qusur) (1994)",True,True,False,False,True,False,2,32.0,,,,0.0,0.2,0.8,False,True,True,False,False
128,107.0,Jupiter's Wife (1994),False,False,True,False,False,False,1,59.0,,,,0.0,0.4,0.4,False,False,False,False,False
129,108.0,Pie in the Sky (1996),False,False,True,False,True,False,2,147.0,,,,0.0,0.6,0.2,False,False,False,False,False
130,109.0,Angela (1995),False,False,True,False,False,False,1,29.0,,,,0.0,0.4,0.4,False,False,False,False,False
131,,Frankie Starlight (1995),False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
132,110.0,Jade (1995),False,False,True,True,False,True,1,1684.0,,,,0.0,0.8,0.2,False,False,False,False,False
133,,Nueba Yol (1995),False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
134,111.0,Sonic Outlaws (1995),False,False,False,False,False,False,0,32.0,,,,0.0,0.0,0.6,False,False,False,False,False
135,112.0,Down Periscope (1996),False,False,True,False,False,True,1,5024.0,,,,0.0,0.8,0.2,False,False,False,False,False
136,,From the Journals of Jean Seberg (1995),False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
137,,Man of the Year (1995),False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
138,,"Neon Bible, The (1995)",False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
139,,Target (1995),False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
140,113.0,Up Close and Personal (1996),False,False,True,True,False,True,1,4091.0,,,,0.0,0.8,0.2,False,False,False,False,False
141,114.0,"Birdcage, The (1996)",False,False,True,True,False,True,1,17585.0,,,,0.0,0.8,0.2,False,False,False,False,False
142,,Shadows (Cienie) (1988),False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
143,,Gospa (1995),False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
144,115.0,"Brothers McMullen, The (1995)",False,False,True,True,False,True,1,3607.0,,,,0.0,0.8,0.2,False,False,False,False,False
145,116.0,Bad Boys (1995),False,False,True,True,False,True,1,9724.0,,,,0.0,0.8,0.2,False,False,False,False,False
146,117.0,"Amazing Panda Adventure, The (1995)",False,False,True,True,False,True,1,472.0,,,,0.0,0.8,0.2,False,False,False,False,False
147,118.0,"Basketball Diaries, The (1995)",False,False,True,True,False,True,1,3283.0,,,,0.0,0.8,0.2,False,False,False,False,False
148,119.0,"Awfully Big Adventure, An (1995)",True,False,False,False,False,True,1,277.0,,,,0.0,0.6,0.6,True,False,False,False,False
149,120.0,Amateur (1994),True,False,True,False,True,True,3,878.0,,,,0.0,1.0,0.2,True,False,False,False,False
150,121.0,Apollo 13 (1995),False,False,True,True,False,True,1,38142.0,,,,0.0,0.8,0.2,False,False,False,False,False
151,122.0,Rob Roy (1995),False,False,True,True,False,True,1,10189.0,,,,0.0,0.8,0.2,False,False,False,False,False
152,123.0,"Addiction, The (1995)",False,False,True,False,False,True,1,506.0,,,,0.0,0.8,0.2,False,False,False,False,False
153,124.0,Batman Forever (1995),False,False,True,True,False,True,1,26382.0,,,,0.0,0.8,0.2,False,False,False,False,False
154,125.0,Beauty of the Day (Belle de jour) (1967),True,True,False,False,False,True,1,2393.0,Luis Buñuel,Spain|Mexico,France,1.0,0.4,0.8,False,True,True,True,True
155,126.0,Beyond Rangoon (1995),True,False,True,True,True,True,2,1030.0,,,,0.0,1.0,0.2,True,False,False,False,False
156,127.0,Blue in the Face (1995),False,False,True,True,False,True,1,1327.0,,,,0.0,0.8,0.2,False,False,False,False,False
157,128.0,Canadian Bacon (1995),False,False,True,True,False,True,1,2061.0,,,,0.0,0.8,0.2,False,False,False,False,False
158,129.0,Casper (1995),False,False,True,True,False,True,1,10060.0,,,,0.0,0.8,0.2,False,False,False,False,False
159,130.0,Clockers (1995),False,False,True,True,False,True,1,1927.0,,,,0.0,0.8,0.2,False,False,False,False,False
160,131.0,Congo (1995),True,False,True,True,True,True,2,11948.0,,,,0.0,1.0,0.2,True,False,False,False,False
161,132.0,Crimson Tide (1995),False,False,True,True,False,True,1,18883.0,,,,0.0,0.8,0.2,False,False,False,False,False
162,133.0,Crumb (1994),False,False,True,False,False,True,1,4846.0,,,,0.0,0.8,0.2,False,False,False,False,False
163,134.0,Desperado (1995),False,False,True,True,False,True,1,11370.0,,,,0.0,0.8,0.2,False,False,False,False,False
164,135.0,Devil in a Blue Dress (1995),False,False,True,True,False,True,1,3549.0,,,,0.0,0.8,0.2,False,False,False,False,False
165,136.0,Die Hard: With a Vengeance (1995),False,False,True,True,False,True,1,27010.0,,,,0.0,0.8,0.2,False,False,False,False,False
166,137.0,"Doom Generation, The (1995)",True,False,True,False,True,True,2,521.0,,,,0.0,1.0,0.2,True,False,False,False,False
167,138.0,Feast of July (1995),True,False,False,True,False,False,1,66.0,,,,0.0,0.4,0.6,False,False,False,False,False
168,139.0,First Knight (1995),False,False,True,True,False,True,1,9733.0,,,,0.0,0.8,0.2,False,False,False,False,False
169,140.0,Free Willy 2: The Adventure Home (1995),False,False,True,True,False,True,1,2683.0,,,,0.0,0.8,0.2,False,False,False,False,False
170,141.0,Hackers (1995),False,False,True,True,False,True,1,6267.0,,,,0.0,0.8,0.2,False,False,False,False,False
171,142.0,Jeffrey (1995),False,False,True,False,False,True,1,1157.0,,,,0.0,0.8,0.2,False,False,False,False,False
172,143.0,Johnny Mnemonic (1995),False,False,True,True,True,True,2,10178.0,,,,0.0,1.0,0.0,False,False,False,False,False
173,144.0,Judge Dredd (1995),False,False,True,True,False,True,1,11895.0,,,,0.0,0.8,0.2,False,False,False,False,False
174,145.0,Jury Duty (1995),False,False,True,False,False,True,1,1718.0,,,,0.0,0.8,0.2,False,False,False,False,False
175,146.0,Kids (1995),False,False,True,True,False,True,1,3859.0,,,,0.0,0.8,0.2,False,False,False,False,False
176,147.0,Living in Oblivion (1995),False,False,True,False,False,True,1,1902.0,,,,0.0,0.8,0.2,False,False,False,False,False
177,148.0,Lord of Illusions (1995),False,False,True,True,False,True,1,1845.0,,,,0.0,0.8,0.2,False,False,False,False,False
178,149.0,Love & Human Remains (1993),False,False,False,False,False,True,1,373.0,,,,0.0,0.6,0.4,False,False,False,False,False
179,150.0,Mad Love (1995),False,False,True,True,False,True,1,974.0,,,,0.0,0.8,0.2,False,False,False,False,False
180,151.0,Mallrats (1995),False,False,True,True,False,True,1,6790.0,,,,0.0,0.8,0.2,False,False,False,False,False
181,152.0,Mighty Morphin Power Rangers: The Movie (1995),False,False,True,True,False,True,1,2152.0,,,,0.0,0.8,0.2,False,False,False,False,False
182,,Moonlight and Valentino (1995),False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
183,,Mute Witness (1994),False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
184,,Nadja (1994),False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
185,153.0,"Net, The (1995)",False,False,True,True,False,True,1,19683.0,,,,0.0,0.8,0.2,False,False,False,False,False
186,154.0,Nine Months (1995),False,False,True,True,False,True,1,8983.0,,,,0.0,0.8,0.2,False,False,False,False,False
187,155.0,Party Girl (1995),False,False,True,False,False,True,1,748.0,,,,0.0,0.8,0.2,False,False,False,False,False
188,156.0,"Prophecy, The (1995)",False,False,True,False,False,True,1,1999.0,,,,0.0,0.8,0.2,False,False,False,False,False
189,,Reckless (1995),False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
190,157.0,Safe (1995),True,False,True,False,True,True,2,764.0,,,,0.0,1.0,0.2,True,False,False,False,False
191,158.0,"Scarlet Letter, The (1995)",False,False,True,True,False,True,1,1342.0,,,,0.0,0.8,0.2,False,False,False,False,False
192,159.0,"Show, The (1995)",False,False,True,False,False,False,1,70.0,,,,0.0,0.4,0.4,False,False,False,False,False
193,160.0,Showgirls (1995),True,False,True,False,True,True,2,5882.0,,,,0.0,1.0,0.2,True,False,False,False,False
194,,Smoke (1995),False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
195,,Something to Talk About (1995),False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
196,161.0,Species (1995),False,False,True,True,False,True,1,10818.0,,,,0.0,0.8,0.2,False,False,False,False,False
197,,"Stars Fell on Henrietta, The (1995)",False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
198,162.0,Strange Days (1995),False,False,True,True,False,True,1,7288.0,,,,0.0,0.8,0.2,False,False,False,False,False
199,163.0,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",True,True,False,False,True,True,2,1203.0,Jacques Demy,France,France,2.0,0.6,0.6,True,False,True,True,True
200,164.0,"Tie That Binds, The (1995)",False,False,True,True,False,True,1,262.0,,,,0.0,0.8,0.2,False,False,False,False,False
201,165.0,Three Wishes (1995),False,False,True,False,False,True,1,284.0,,,,0.0,0.8,0.2,False,False,False,False,False
202,166.0,Total Eclipse (1995),True,False,True,False,True,True,5,318.0,,,,0.0,1.0,0.2,True,False,False,False,False
203,167.0,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",False,False,True,True,False,True,1,4331.0,,,,0.0,0.8,0.2,False,False,False,False,False
204,168.0,Under Siege 2: Dark Territory (1995),False,False,True,True,False,True,1,6695.0,,,,0.0,0.8,0.2,False,False,False,False,False
205,169.0,Unstrung Heroes (1995),False,False,True,True,False,True,1,1100.0,,,,0.0,0.8,0.2,False,False,False,False,False
206,,Unzipped (1995),False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
207,170.0,"Walk in the Clouds, A (1995)",False,False,True,True,True,True,2,4369.0,,,,0.0,1.0,0.0,False,False,False,False,False
208,171.0,Waterworld (1995),False,False,True,True,False,True,1,22285.0,,,,0.0,0.8,0.2,False,False,False,False,False
209,172.0,White Man's Burden (1995),False,False,True,False,False,True,1,577.0,,,,0.0,0.8,0.2,False,False,False,False,False
210,173.0,Wild Bill (1995),False,False,True,True,False,True,1,385.0,,,,0.0,0.8,0.2,False,False,False,False,False
211,174.0,"Browning Version, The (1994)",True,False,False,True,False,True,1,466.0,,,,0.0,0.8,0.4,True,False,False,False,False
212,175.0,Bushwhacked (1995),False,False,True,False,False,True,1,355.0,,,,0.0,0.8,0.2,False,False,False,False,False
213,176.0,Burnt by the Sun (Utomlyonnye solntsem) (1994),True,True,False,False,True,True,2,1512.0,Nikita Mikhalkov,Russia,,4.0,0.6,0.6,True,False,True,True,True
214,177.0,Before the Rain (Pred dozhdot) (1994),True,False,False,False,True,True,3,777.0,,,,0.0,0.8,0.4,True,False,False,False,False
215,178.0,Before Sunrise (1995),True,False,True,True,True,True,3,4300.0,,,,0.0,1.0,0.2,True,False,False,False,False
216,179.0,Billy Madison (1995),False,False,True,True,False,True,1,6808.0,,,,0.0,0.8,0.2,False,False,False,False,False
217,,"Babysitter, The (1995)",False,False,False,False,False,False,0,0.0,,,,0.0,0.0,0.6,False,False,False,False,False
218,180.0,Boys on the Side (1995),False,False,True,False,False,True,1,3411.0,,,,0.0,0.8,0.2,False,False,False,False,False
219,181.0,"Cure, The (1995)",False,False,True,False,False,True,1,504.0,,,,0.0,0.8,0.2,False,False,False,False,False
