movieId,title,genres,clean_title,release_year,imdbId,tmdbId,imdb_id_str,rating_count,mean_rating,rating_std,first_rating_at,last_rating_at,tag_count,unique_tag_count,top_tags,genome_tag_coverage,top_genome_tags,item_id,rating_count_test,rating_count_train,rating_count_validation,wikidata_uri,title_wikidata,country,original_language,language_of_work,production_company,production_company_country,production_company_hq_country,publication_date,has_mpnet_json,has_clip_json,has_mpnet_matrix,has_clip_matrix
12,Dracula: Dead and Loving It (1995),Comedy|Horror,Dracula: Dead and Loving It,1995.0,112896,12110.0,tt0112896,192.0,2.6875,1.166167931294227,1996-06-23 07:32:51,2015-02-04 20:32:12,9.0,6.0,mel brooks | spoof | gothic | vampire | leslie nielsen | bd-r,5.0,spoof | parody | comedy | goofy | silly fun,8.0,377.0,3086.0,382.0,http://www.wikidata.org/entity/Q1254469,Dracula: Dead and Loving It,"['France', 'Italy', 'United States']","['English', 'German']",[],"['Brooksfilms', 'Castle Rock Entertainment', 'Gaumont-British Picture Corporation']","['United Kingdom', 'United States']","['United Kingdom', 'United States']",1995-01-01T00:00:00Z,True,True,True,True
13,Balto (1995),Adventure|Animation|Children,Balto,1995.0,112453,21032.0,tt0112453,77.0,3.24025974025974,0.9269729656336915,1996-04-19 18:12:27,2015-03-12 23:43:08,5.0,5.0,sort of boring | simon wells | dogsled | ei muista | wolves,5.0,talking animals | animation | animated | dog | dogs,9.0,148.0,1178.0,135.0,http://www.wikidata.org/entity/Q764116,Balto,['United States'],['English'],[],"['Amblimation', 'Amblin Entertainment']","['United Kingdom', 'United States']","['United Kingdom', 'United States']",1995-12-22T00:00:00Z,True,True,True,True
14,Nixon (1995),Drama,Nixon,1995.0,113987,10858.0,tt0113987,315.0,3.4,0.8726196010592852,1996-02-28 09:32:15,2014-10-09 18:21:36,26.0,18.0,oliver stone | politics | us president | based on a true story | biographical | president | biopic | own,5.0,president | biographical | world politics | politics | biopic,10.0,626.0,4773.0,623.0,http://www.wikidata.org/entity/Q839042,Nixon,['United States'],['English'],[],"['Cinergi Pictures', 'Hollywood Pictures']",['United States'],['United States'],1996-02-22T00:00:00Z,True,True,True,True
15,Cutthroat Island (1995),Action|Adventure|Romance,Cutthroat Island,1995.0,112760,1408.0,tt0112760,156.0,2.7211538461538463,1.10020582328854,1996-04-03 06:26:01,2013-06-05 16:39:11,28.0,14.0,treasure | pirates | pirate | action | adventure | better than i remembered | frank langella | geena davis,5.0,treasure hunt | pirates | swashbuckler | action | adventure,11.0,290.0,2355.0,265.0,http://www.wikidata.org/entity/Q1051496,Cutthroat Island,"['France', 'Germany', 'Italy', 'United States']",['English'],[],"['Canal+', 'Carolco Pictures', 'Laurence Mark Productions', 'Tele-Communications Inc.']",['France'],"['France', 'United States']",1996-04-25T00:00:00Z,True,True,True,True
16,Casino (1995),Crime|Drama,Casino,1995.0,112641,524.0,tt0112641,912.0,3.838267543859649,0.828548293832822,1996-03-16 07:48:13,2015-02-25 17:37:44,183.0,63.0,martin scorsese | mafia | robert de niro | narrated | violent | las vegas | imdb top 250 | based on a book,5.0,organized crime | mafia | mob | gangster | gangsters,12.0,1820.0,13791.0,1783.0,http://www.wikidata.org/entity/Q220910,Casino,"['France', 'United States']",['English'],[],"['Légende Entreprises', 'Universal Pictures']",['United States'],['United States'],1996-03-14T00:00:00Z,True,True,True,True
17,Sense and Sensibility (1995),Drama|Romance,Sense and Sensibility,1995.0,114388,4584.0,tt0114388,1049.0,3.9370829361296473,0.9457354431448458,1996-02-28 09:32:14,2015-01-04 03:13:02,164.0,46.0,jane austen | british | alan rickman | based on a book | hugh grant | chick flick | emma thompson | romantic,5.0,18th century | adapted from:book | costume drama | period piece | romantic,13.0,2047.0,16619.0,2001.0,http://www.wikidata.org/entity/Q643263,Sense and Sensibility,"['United Kingdom', 'United States']",['English'],[],['Columbia Pictures'],['United States'],['United States'],1996-03-07T00:00:00Z,True,True,True,True
18,Four Rooms (1995),Comedy,Four Rooms,1995.0,113101,5.0,tt0113101,260.0,3.3423076923076924,1.0010315439905737,1996-06-26 07:09:57,2015-02-20 23:49:50,83.0,26.0,quentin tarantino | multiple storylines | tim roth | tarantino | antonio banderas | robert rodriguez | hotel | dark comedy,5.0,off-beat comedy | storytelling | hotel | tarantino | stylish,14.0,529.0,4169.0,505.0,http://www.wikidata.org/entity/Q1137372,Four Rooms,['United States'],['English'],[],['A Band Apart'],['United States'],['United States'],1996-02-29T00:00:00Z,True,True,True,True
19,Ace Ventura: When Nature Calls (1995),Comedy,Ace Ventura: When Nature Calls,1995.0,112281,9273.0,tt0112281,1045.0,2.5894736842105264,1.1534074998270951,1996-03-16 07:52:08,2015-03-24 20:58:11,107.0,22.0,jim carrey | detective | comedy | stupid as hell | steve oedekerk | not my kind of comedy | africa | over the top,5.0,goofy | silly fun | comedy | dumb | detective,15.0,2096.0,16703.0,2139.0,http://www.wikidata.org/entity/Q340127,Ace Ventura: When Nature Calls,['United States'],['English'],[],"['Warner Bros. Entertainment', 'Warner Bros. Pictures']",['United States'],['United States'],1995-12-14T00:00:00Z,True,True,True,True
20,Money Train (1995),Action|Comedy|Crime|Drama|Thriller,Money Train,1995.0,113845,11517.0,tt0113845,202.0,2.876237623762376,0.9421208756041084,1996-05-01 15:59:12,2013-03-29 02:17:46,6.0,6.0,worthwhile | nudity (topless - brief) | joseph ruben | afternoon section | clv | lame,5.0,good action | action | action packed | fast paced | fight scenes,16.0,382.0,3293.0,409.0,http://www.wikidata.org/entity/Q1163081,Money Train,['United States'],['English'],[],['Columbia Pictures'],['United States'],['United States'],1996-01-11T00:00:00Z,True,True,True,True
21,Get Shorty (1995),Comedy|Crime|Thriller,Get Shorty,1995.0,113161,8012.0,tt0113161,1181.0,3.623624047417443,0.8972419552921532,1996-03-19 23:35:38,2015-01-27 03:11:06,47.0,28.0,hollywood | john travolta | gene hackman | mafia | satire:hollywood insiders | forgetable | author:elmore leonard | crime,5.0,mob | great movie | gangsters | gangster | cool,17.0,2454.0,19267.0,2395.0,http://www.wikidata.org/entity/Q261923,Get Shorty,['United States'],['English'],[],[],[],[],1996-02-29T00:00:00Z,True,True,True,True
22,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller,Copycat,1995.0,112722,1710.0,tt0112722,512.0,3.3623046875,0.9555098028302981,1996-03-26 20:24:07,2014-12-24 20:44:44,82.0,14.0,thriller | detective | suspenseful | serial killer | mystery | suspense | agoraphobia | female protagonist,5.0,serial killer | suspenseful | detective | suspense | police investigation,18.0,965.0,7928.0,1035.0,http://www.wikidata.org/entity/Q498990,Copycat,['United States'],['English'],[],['Regency Enterprises'],['United States'],['United States'],1996-01-25T00:00:00Z,True,True,True,True
23,Assassins (1995),Action|Crime|Thriller,Assassins,1995.0,112401,9691.0,tt0112401,204.0,3.1838235294117645,0.9307463440068204,1996-04-02 15:55:03,2013-03-29 02:17:25,10.0,8.0,sylvester stallone | antonio banderas | wachowski brothers | 2.5 | richard donner | divx1 | afternoon section | clv,5.0,hit men | assassin | assassins | action | good action,19.0,429.0,3357.0,464.0,http://www.wikidata.org/entity/Q739498,Assassins,"['France', 'United States']","['English', 'Spanish']",[],"['Canal+', 'Silver Pictures']","['France', 'United States']","['France', 'United States']",1995-10-26T00:00:00Z,True,True,True,True
24,Powder (1995),Drama|Sci-Fi,Powder,1995.0,114168,12665.0,tt0114168,408.0,3.167892156862745,0.9842112136919634,1996-05-08 21:04:43,2014-11-13 06:46:25,23.0,14.0,albino | special powers | elegiac | poignant | reflective | pretentious | earnest | tearjerking,5.0,touching | emotional | humanity | poignant | tear jerker,20.0,773.0,6408.0,790.0,http://www.wikidata.org/entity/Q1543837,Powder,['United States'],['English'],[],"['Caravan Pictures', 'Hollywood Pictures']",['United States'],['United States'],1996-06-06T00:00:00Z,True,True,True,True
25,Leaving Las Vegas (1995),Drama|Romance,Leaving Las Vegas,1995.0,113627,451.0,tt0113627,1041.0,3.695965417867435,1.0286861741837356,1996-03-16 08:03:21,2015-03-06 20:40:31,161.0,50.0,nicolas cage | melancholic | alcoholism | depressing | atmospheric | suicide | oscar (best actor) | nudity (topless),5.0,drinking | loneliness | melancholic | love | alcoholism,21.0,2107.0,17228.0,2218.0,http://www.wikidata.org/entity/Q280918,Leaving Las Vegas,"['France', 'United States']",['English'],[],[],[],[],1996-05-09T00:00:00Z,True,True,True,True
26,Othello (1995),Drama,Othello,1995.0,114057,16420.0,tt0114057,117.0,3.628205128205128,0.8981634665984223,1996-03-16 08:03:21,2012-12-15 00:59:32,19.0,10.0,shakespeare | nudity (topless) | based on a play | adapted from:play | playwright:shakespeare | ei muista | oliver parker | clv,5.0,shakespeare | based on a play | betrayal | adaptation | great acting,22.0,261.0,2233.0,261.0,http://www.wikidata.org/entity/Q2036869,Othello,"['United Kingdom', 'United States']",['English'],[],['Castle Rock Entertainment'],['United States'],['United States'],1996-03-14T00:00:00Z,True,True,True,True
27,Now and Then (1995),Children|Drama,Now and Then,1995.0,114011,9263.0,tt0114011,84.0,3.267857142857143,0.8762131987749335,1996-04-17 15:44:48,2012-02-27 02:02:17,16.0,16.0,a bit boring | bechdel test:pass | brendan fraser | christina ricci | demi moore | friendship | gaby hoffman | janeane garofalo,5.0,coming of age | girlie movie | friendship | unlikely friendships | adolescence,23.0,141.0,1341.0,160.0,http://www.wikidata.org/entity/Q614966,Now and Then,['United States'],['English'],[],['New Line Cinema'],['United States'],['United States'],1996-05-02T00:00:00Z,True,True,True,True
28,Persuasion (1995),Drama|Romance,Persuasion,1995.0,114117,17015.0,tt0114117,159.0,4.069182389937107,0.8390734556591102,1996-04-04 01:53:29,2014-10-26 04:25:02,48.0,27.0,jane austen | author:jane austen | 18th century | roger michell | based on a book | adapted from:book | amanda root | fiona shaw,5.0,adapted from:book | jane austen | period piece | adaptation | literature,,0.0,0.0,0.0,,,[],[],[],[],[],[],,True,True,False,False
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,"City of Lost Children, The (Cité des enfants perdus, La)",1995.0,112682,902.0,tt0112682,431.0,4.008120649651972,0.8927636445021122,1996-07-02 00:00:13,2015-03-19 07:21:56,238.0,45.0,dark | surreal | dystopia | atmospheric | weird | dark fantasy | steampunk | visually appealing,5.0,dark fantasy | visually stunning | visual | surreal | imagination,25.0,795.0,6871.0,854.0,http://www.wikidata.org/entity/Q749988,The City of Lost Children,"['France', 'Germany', 'Spain']",['French'],[],"['Constellation Productions', 'Elías Querejeta PC', 'France 3 Cinéma', 'LEONINE Production', 'Q134732866', 'StudioCanal', 'Tele München Group']","['France', 'Germany', 'Spain', 'United Kingdom']","['France', 'Germany', 'Spain']",2023-10-05T00:00:00Z,True,True,True,True
30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama,Shanghai Triad (Yao a yao yao dao waipo qiao),1995.0,115012,37557.0,tt0115012,54.0,3.6018518518518516,0.9875624156517029,1996-05-20 02:52:40,2005-12-29 16:53:45,3.0,3.0,gong li | yimou zhang | zhang yimou,5.0,cinematography | beautifully filmed | visual | gangsters | gangster,26.0,126.0,1035.0,120.0,http://www.wikidata.org/entity/Q2276999,Shanghai Triad,"['France', ""People's Republic of China""]",['Mandarin'],[],[],[],[],1995-11-23T00:00:00Z,True,True,True,True
31,Dangerous Minds (1995),Drama,Dangerous Minds,1995.0,112792,9909.0,tt0112792,447.0,3.309843400447427,0.9702256787976064,1996-03-20 08:24:07,2015-02-14 15:02:12,48.0,20.0,inspirational | high school | teacher changing lives | social commentary | teacher | education | based on a book | michelle pfeiffer,5.0,teacher | high school | inspirational | based on true story | mentor,27.0,938.0,7594.0,903.0,http://www.wikidata.org/entity/Q579359,Dangerous Minds,['United States'],"['English', 'Spanish']",[],['Hollywood Pictures'],['United States'],['United States'],1996-01-04T00:00:00Z,True,True,True,True
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,Twelve Monkeys (a.k.a. 12 Monkeys),1995.0,114746,63.0,tt0114746,2205.0,3.9047619047619047,0.8509629433967631,1996-03-29 16:45:24,2015-03-24 20:59:58,899.0,111.0,time travel | post-apocalyptic | brad pitt | twist ending | bruce willis | sci-fi | dystopia | original,5.0,future | time loop | time travel | science fiction | sci fi,28.0,4601.0,35870.0,4509.0,http://www.wikidata.org/entity/Q175038,12 Monkeys,['United States'],['English'],[],['Universal Pictures'],['United States'],['United States'],1996-03-21T00:00:00Z,True,True,True,True
33,Wings of Courage (1995),Adventure|Romance|IMAX,Wings of Courage,1995.0,114952,78802.0,tt0114952,3.0,3.0,0.0,1996-07-02 00:09:43,2000-08-16 21:18:10,2.0,2.0,imax 3-d | stereoscopic 3-d,5.0,70mm | original | unusual plot structure | pg-13 | mentor,29.0,6.0,49.0,10.0,http://www.wikidata.org/entity/Q3120510,Wings of Courage,"['France', 'United States']",['English'],[],[],[],[],1996-01-01T00:00:00Z,True,True,True,True
34,Babe (1995),Children|Drama,Babe,1995.0,112431,9598.0,tt0112431,1613.0,3.638561686298822,1.0952699631840697,1996-02-28 09:32:15,2015-03-24 21:00:11,117.0,42.0,talking animals | pigs | adventure | animals | animal movie | overrated | villain nonexistent or not needed for good story | biography,5.0,talking animals | animals | animal movie | pigs | children,30.0,3270.0,25737.0,3248.0,http://www.wikidata.org/entity/Q720724,Babe,"['Australia', 'United States']",['English'],[],['Kennedy Miller Mitchell'],[],['Australia'],1995-12-07T00:00:00Z,True,True,True,True
35,Carrington (1995),Drama|Romance,Carrington,1995.0,112637,47018.0,tt0112637,73.0,3.7260273972602738,1.0036084059892576,1996-04-03 22:23:48,2013-05-26 02:20:59,29.0,23.0,entirely dialogue | artist | polyamory | compare:bright star (2009) | intense | on dvr | world war i | painter,5.0,relationships | love | intimate | love story | melancholic,31.0,152.0,1192.0,149.0,http://www.wikidata.org/entity/Q2658045,Carrington,"['France', 'United Kingdom']",['English'],[],"['Canal+', 'Cinéa', 'Euston Films', 'Freeway/Shedlo Films', 'Orsans Production', 'PolyGram Filmed Entertainment', 'StudioCanal']","['France', 'United Kingdom']","['France', 'United States']",1995-12-14T00:00:00Z,True,True,True,True
36,Dead Man Walking (1995),Crime|Drama,Dead Man Walking,1995.0,112818,687.0,tt0112818,1027.0,3.9279454722492697,0.910822928115312,1996-03-16 07:48:13,2015-02-20 02:16:43,89.0,48.0,death penalty | true story | nun | prison | sean penn | religion | susan sarandon | christianity,5.0,death penalty | death | crime | oscar (best actress) | murder,32.0,2070.0,16691.0,2048.0,http://www.wikidata.org/entity/Q587891,Dead Man Walking,['United States'],['English'],[],"['PolyGram Filmed Entertainment', 'Working Title Films']",['United Kingdom'],"['United Kingdom', 'United States']",1996-04-11T00:00:00Z,True,True,True,True
37,Across the Sea of Time (1995),Documentary|IMAX,Across the Sea of Time,1995.0,112286,139405.0,tt0112286,9.0,3.2777777777777777,1.1755613316388236,1996-07-02 00:09:21,2009-05-28 14:40:19,3.0,3.0,bd-r | imax 3-d | stereoscopic 3-d,5.0,storytelling | new york city | technology | visual | 3d,33.0,16.0,59.0,10.0,http://www.wikidata.org/entity/Q4676502,Across the Sea of Time,['United States'],['English'],[],[],[],[],1995-01-01T00:00:00Z,True,True,True,True
38,It Takes Two (1995),Children|Comedy,It Takes Two,1995.0,113442,33689.0,tt0113442,34.0,2.7941176470588234,1.1941628680530643,1996-03-29 16:45:24,2012-12-17 21:27:28,5.0,4.0,twins | twins/inter-related lives | andy tennant | switching places,5.0,cute! | cute | switching places | girlie movie | children,34.0,64.0,425.0,63.0,http://www.wikidata.org/entity/Q1308622,It Takes Two,['United States'],['English'],[],[],[],[],1996-03-28T00:00:00Z,True,True,True,True
39,Clueless (1995),Comedy|Romance,Clueless,1995.0,112697,9603.0,tt0112697,1360.0,3.411029411764706,1.0074171430400118,1996-03-20 08:24:07,2015-03-14 20:26:38,155.0,48.0,teen movie | alicia silverstone | high school | paul rudd | jane austen | chick flick | teen | funny,5.0,teen movie | teen | girlie movie | teenager | high school,35.0,2661.0,20946.0,2647.0,http://www.wikidata.org/entity/Q931165,Clueless,['United States'],['English'],[],['Paramount Pictures'],['United States'],['United States'],1995-11-02T00:00:00Z,True,True,True,True
40,"Cry, the Beloved Country (1995)",Drama,"Cry, the Beloved Country",1995.0,112749,34615.0,tt0112749,42.0,3.6785714285714284,0.9027156088067133,1996-03-19 23:35:38,2013-09-17 03:48:08,9.0,8.0,south africa | disk | darrell roodt | africa | based on a book | racism | in netflix queue | hulu,5.0,based on a book | south africa | africa | beautiful scenery | segregation,36.0,85.0,708.0,93.0,http://www.wikidata.org/entity/Q3392374,"Cry, the Beloved Country","['South Africa', 'United States']",['English'],[],[],[],[],1995-01-01T00:00:00Z,True,True,True,True
41,Richard III (1995),Drama|War,Richard III,1995.0,114279,31174.0,tt0114279,238.0,3.7857142857142856,0.8860651855025194,1996-03-16 08:03:21,2015-02-20 02:22:26,20.0,13.0,ian mckellen | shakespeare | playwright:shakespeare | great acting | based on a play | adapted from:play | updated classics | corrupt protagonist,5.0,shakespeare | based on a play | 1930s | robert downey jr | oscar (best supporting actress),37.0,492.0,3742.0,455.0,http://www.wikidata.org/entity/Q2501468,Richard III,['United Kingdom'],['English'],[],['United Artists'],['United States'],['United States'],1996-04-26T00:00:00Z,True,True,True,True
42,Dead Presidents (1995),Action|Crime|Drama,Dead Presidents,1995.0,112819,11443.0,tt0112819,123.0,3.154471544715447,0.8686952749618458,1996-05-17 21:38:31,2014-09-30 20:22:13,3.0,3.0,eric's dvds | bank robbery | clv,5.0,violence | heist | crime | bank robbery | brothers,38.0,258.0,1949.0,260.0,http://www.wikidata.org/entity/Q1180839,Dead Presidents,['United States'],['English'],[],['Hollywood Pictures'],['United States'],['United States'],1995-01-01T00:00:00Z,True,True,True,True
43,Restoration (1995),Drama,Restoration,1995.0,114272,35196.0,tt0114272,135.0,3.477777777777778,0.852710049114408,1996-04-27 20:28:07,2012-10-17 05:23:16,7.0,5.0,historical | 17th century | nudity (topless) | england | clv,5.0,period piece | robert downey jr | historical | england | 18th century,39.0,219.0,2086.0,247.0,http://www.wikidata.org/entity/Q2093029,Restoration,"['United Kingdom', 'United States']",['English'],[],[],[],[],1997-05-29T00:00:00Z,True,True,True,True
44,Mortal Kombat (1995),Action|Adventure|Fantasy,Mortal Kombat,1995.0,113855,9312.0,tt0113855,515.0,2.674757281553398,1.0766100463705064,1996-03-20 08:24:08,2015-03-08 12:07:13,51.0,27.0,video game adaptation | fight scenes | fighting | martial arts | adapted from:game | stylized | christopher lambert | so bad it's good,5.0,video game adaptation | based on a video game | martial arts | video game | fight scenes,40.0,1019.0,8592.0,1086.0,http://www.wikidata.org/entity/Q819196,Mortal Kombat,['United States'],['English'],[],"['Midway Games', 'Threshold Entertainment']",['United States'],['United States'],1996-01-18T00:00:00Z,True,True,True,True
45,To Die For (1995),Comedy|Drama|Thriller,To Die For,1995.0,114681,577.0,tt0114681,463.0,3.4384449244060473,0.9703345256441631,1996-03-27 13:35:04,2014-10-09 20:22:39,22.0,13.0,dark comedy | joaquin phoenix | journalism | library | wayne knight | 100 essential female performances | dark humor | best performance:  nicole kidman as suzanne stone maretto,5.0,dark humor | obsession | dark comedy | black comedy | manipulation,41.0,885.0,7144.0,904.0,http://www.wikidata.org/entity/Q590701,To Die For,"['United Kingdom', 'United States']",['English'],[],['The Rank Organisation'],['United Kingdom'],['United Kingdom'],1995-05-20T00:00:00Z,True,True,True,True
46,How to Make an American Quilt (1995),Drama|Romance,How to Make an American Quilt,1995.0,113347,11861.0,tt0113347,139.0,3.258992805755396,0.8874171077550137,1996-04-26 07:59:39,2010-01-06 02:41:45,21.0,7.0,women | based on a book | a chick flick | nudity (topless - brief) | wedding | clv | bibliothek,5.0,women | chick flick | love | adultery | relationships,,0.0,0.0,0.0,,,[],[],[],[],[],[],,True,True,False,False
47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,Seven (a.k.a. Se7en),1995.0,114369,807.0,tt0114369,2128.0,4.076127819548872,0.8617852729741503,1996-03-27 07:35:07,2015-03-24 20:51:15,975.0,137.0,serial killer | twist ending | morgan freeman | brad pitt | psychology | kevin spacey | disturbing | great ending,5.0,serial killer | detective | police investigation | powerful ending | dark,42.0,4356.0,34540.0,4353.0,http://www.wikidata.org/entity/Q190908,Seven,['United States'],['English'],[],['New Line Cinema'],['United States'],['United States'],1995-11-23T00:00:00Z,True,True,True,True
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,Pocahontas,1995.0,114148,10530.0,tt0114148,655.0,2.9412213740458015,1.0658638675984529,1996-03-28 15:05:42,2015-03-11 03:44:06,51.0,37.0,disney | disney animated feature | cartoon | native americans | disney renaissance | interracial romance | animation | 70mm,5.0,disney animated feature | animation | native americans | indians | cartoon,43.0,1257.0,10476.0,1313.0,http://www.wikidata.org/entity/Q218894,Pocahontas,['United States'],['English'],['Hebrew'],"['Q1047410', 'Walt Disney Pictures']",['United States'],['United States'],1995-06-23T00:00:00Z,True,True,True,True
49,When Night Is Falling (1995),Drama|Romance,When Night Is Falling,1995.0,114916,8391.0,tt0114916,11.0,3.227272727272727,0.6067798762169179,1996-07-02 00:09:21,2007-10-23 19:12:59,9.0,8.0,lesbian | nudity (topless - notable) | gay | religion | patricia rozema | circus | own | nudity (topless),5.0,lesbian | love story | love | nudity (topless - notable) | beautifully filmed,44.0,18.0,194.0,24.0,http://www.wikidata.org/entity/Q540361,When Night Is Falling,['Canada'],['English'],[],[],[],[],1995-06-29T00:00:00Z,True,True,True,True
